Restaurant Name,Location,Cuisine,Secondary Cuisine,Price Range,Dish,Price
Taj,Pune,Mughlai,Awadhi,₹100-₹300,Plain Dosa,485
Swad,Jaipur,South Indian,Mughlai,₹500-₹1000,Gulab Jamun,193
Royal W,Chennai,Bengali,Awadhi,₹1000-₹2000,Butter Chicken,396
Swad,Kolkata,Street Food,Coastal,₹700-₹1500,Dahi Vada,1986
Spice,Kolkata,Gujarati,Awadhi,₹500-₹1000,Chicken Tikka,1765
Feast,Kolkata,Rajasthani,Chaat,₹700-₹1500,Plain Dosa,1252
Spice,Pune,West Indian,Coastal,₹1000-₹2000,Chole Bhature,788
Feast S,Pune,West Indian,Chaat,₹500-₹1000,Biryani,779
Royal,Chennai,Seafood,Awadhi,₹1000-₹2000,Plain Dosa,617
Dosa H,Jaipur,Street Food,Mughlai,₹500-₹1000,Dahi Vada,1873
Taj,Chennai,West Indian,Chaat,₹700-₹1500,Gulab Jamun,1334
Rasoi,Jaipur,Bengali,Tandoori,₹700-₹1500,Dahi Vada,1110
Taj,Ahmedabad,West Indian,Awadhi,₹300-₹700,Dahi Vada,1407
Spice N,Delhi,Hyderabadi,,₹200-₹500,Sambar Vada,554
Spice,Chennai,North Indian,,₹100-₹300,Dahi Vada,703
Taj,Pune,Seafood,Mughlai,₹200-₹500,Filter Coffee,162
Rasoi U,Bengaluru,Bengali,Chaat,₹100-₹300,Dahi Vada,899
Swad,Ahmedabad,South Indian,Mughlai,₹100-₹300,Chicken Tikka,853
Relish R,Hyderabad,Street Food,Chaat,₹300-₹700,Kosha Mangsho,1124
Relish J,Kolkata,South Indian,Tandoori,₹500-₹1000,Haleem,1931
Feast,Pune,Seafood,Mughlai,₹300-₹700,Dahi Vada,531
Spice,Bengaluru,Street Food,Awadhi,₹700-₹1500,Biryani,1148
Relish,Delhi,Bengali,Tandoori,₹1000-₹2000,Laal Maas,728
Relish G,Jaipur,Mughlai,Awadhi,₹1000-₹2000,Laal Maas,811
Royal U,Mumbai,Seafood,Coastal,₹1000-₹2000,Solkadi,282
Dosa,Lucknow,Hyderabadi,Awadhi,₹300-₹700,Prawn Curry,508
Dosa,Bengaluru,Rajasthani,Coastal,₹1000-₹2000,Laal Maas,1292
Spice,Pune,Street Food,Chaat,₹500-₹1000,Kosha Mangsho,1673
Royal,Jaipur,North Indian,Chaat,₹1000-₹2000,Kosha Mangsho,1692
Swad,Jaipur,Street Food,Mughlai,₹500-₹1000,Plain Dosa,429
Royal,Hyderabad,Bengali,Awadhi,₹700-₹1500,Filter Coffee,766
Royal V,Chennai,South Indian,Mughlai,₹500-₹1000,Masala Dosa,1913
Relish,Bengaluru,South Indian,Mughlai,₹1000-₹2000,Solkadi,536
Dosa,Pune,Street Food,Coastal,₹500-₹1000,Gulab Jamun,1715
Dosa,Kolkata,North Indian,,₹200-₹500,Butter Chicken,1702
Swad,Bengaluru,West Indian,Tandoori,₹200-₹500,Butter Chicken,1373
Feast,Hyderabad,Gujarati,Tandoori,₹300-₹700,Prawn Curry,998
Royal,Kolkata,North Indian,Tandoori,₹200-₹500,Biryani,811
Relish,Kolkata,Seafood,Tandoori,₹200-₹500,Solkadi,1889
Rasoi,Bengaluru,Seafood,,₹1000-₹2000,Plain Dosa,2000
Taj Q,Ahmedabad,Seafood,Mughlai,₹1000-₹2000,Gulab Jamun,1135
Flavors,Mumbai,Bengali,,₹1000-₹2000,Dhokla,1974
Spice W,Hyderabad,Gujarati,Awadhi,₹500-₹1000,Kosha Mangsho,1447
Feast,Jaipur,West Indian,Tandoori,₹100-₹300,Chicken Tikka,482
Swad,Lucknow,Gujarati,Chaat,₹500-₹1000,Pav Bhaji,1772
Swad R,Pune,Hyderabadi,Chaat,₹300-₹700,Dhokla,555
Dosa,Ahmedabad,Gujarati,Tandoori,₹100-₹300,Masala Dosa,851
Feast A,Kolkata,Seafood,,₹200-₹500,Laal Maas,1168
Flavors,Kolkata,Rajasthani,Coastal,₹200-₹500,Dahi Vada,60
Taj,Pune,Seafood,,₹500-₹1000,Dahi Vada,1468
Rasoi O,Delhi,Rajasthani,Chaat,₹500-₹1000,Chicken Tikka,124
Dosa O,Hyderabad,Seafood,Coastal,₹500-₹1000,Biryani,1815
Rasoi,Kolkata,Hyderabadi,,₹200-₹500,Kosha Mangsho,1317
Dosa,Pune,Bengali,Coastal,₹1000-₹2000,Prawn Curry,1371
Relish,Pune,North Indian,Awadhi,₹100-₹300,Gulab Jamun,387
Royal,Lucknow,Rajasthani,Tandoori,₹300-₹700,Haleem,625
Spice,Jaipur,Bengali,Coastal,₹300-₹700,Kosha Mangsho,732
Taj,Ahmedabad,Seafood,Tandoori,₹200-₹500,Solkadi,262
Rasoi,Hyderabad,Rajasthani,Tandoori,₹100-₹300,Dahi Vada,1439
Spice Y,Kolkata,South Indian,Mughlai,₹200-₹500,Dhokla,917
Royal,Mumbai,Street Food,Mughlai,₹1000-₹2000,Haleem,1390
Royal,Lucknow,Seafood,Tandoori,₹500-₹1000,Masala Dosa,1155
Rasoi L,Ahmedabad,Mughlai,Coastal,₹100-₹300,Dhokla,97
Rasoi M,Delhi,Seafood,Awadhi,₹500-₹1000,Biryani,1232
Rasoi,Kolkata,Bengali,Coastal,₹700-₹1500,Pav Bhaji,1180
Relish C,Hyderabad,Hyderabadi,Coastal,₹700-₹1500,Filter Coffee,933
Feast,Lucknow,Rajasthani,Tandoori,₹700-₹1500,Biryani,383
Zaiqa,Bengaluru,Gujarati,Chaat,₹100-₹300,Laal Maas,1354
Royal,Hyderabad,Seafood,Coastal,₹100-₹300,Dhokla,1083
Rasoi,Jaipur,Seafood,Coastal,₹300-₹700,Filter Coffee,1050
Relish,Mumbai,Gujarati,Awadhi,₹200-₹500,Solkadi,1153
Swad,Ahmedabad,West Indian,Tandoori,₹300-₹700,Laal Maas,1309
Taj,Lucknow,Seafood,Awadhi,₹700-₹1500,Chole Bhature,295
Relish,Jaipur,Gujarati,,₹1000-₹2000,Masala Dosa,1449
Swad,Ahmedabad,Bengali,,₹200-₹500,Chicken Tikka,173
Swad,Delhi,Seafood,Coastal,₹500-₹1000,Chole Bhature,1754
Dosa,Delhi,South Indian,,₹700-₹1500,Prawn Curry,1466
Royal,Bengaluru,Street Food,Coastal,₹500-₹1000,Plain Dosa,1035
Royal,Pune,Rajasthani,,₹1000-₹2000,Plain Dosa,1121
Swad U,Lucknow,West Indian,Chaat,₹700-₹1500,Solkadi,794
Taj,Chennai,South Indian,Mughlai,₹500-₹1000,Dahi Vada,552
Rasoi,Jaipur,Hyderabadi,Coastal,₹1000-₹2000,Pav Bhaji,675
Rasoi,Delhi,Seafood,Tandoori,₹700-₹1500,Pav Bhaji,1633
Dosa,Ahmedabad,South Indian,Mughlai,₹1000-₹2000,Solkadi,845
Swad,Jaipur,South Indian,Tandoori,₹500-₹1000,Haleem,726
Swad,Lucknow,Bengali,Chaat,₹300-₹700,Chicken Tikka,467
Spice,Mumbai,Gujarati,Awadhi,₹1000-₹2000,Kebabs,1366
Royal,Kolkata,Bengali,Mughlai,₹300-₹700,Sambar Vada,572
Flavors,Bengaluru,West Indian,Chaat,₹200-₹500,Solkadi,202
Feast,Ahmedabad,Rajasthani,,₹500-₹1000,Prawn Curry,1867
Dosa T,Delhi,Rajasthani,,₹1000-₹2000,Dhokla,1450
Relish,Delhi,West Indian,Mughlai,₹500-₹1000,Sambar Vada,823
Feast W,Jaipur,West Indian,Tandoori,₹700-₹1500,Filter Coffee,1201
Spice X,Chennai,North Indian,Tandoori,₹100-₹300,Dahi Vada,1236
Flavors,Lucknow,South Indian,,₹300-₹700,Filter Coffee,457
Dosa,Mumbai,Gujarati,Coastal,₹700-₹1500,Chicken Tikka,795
Flavors,Delhi,South Indian,,₹300-₹700,Kebabs,1109
Royal,Hyderabad,Bengali,Chaat,₹300-₹700,Chole Bhature,1453
Rasoi O,Delhi,Rajasthani,,₹300-₹700,Kosha Mangsho,354
Rasoi R,Jaipur,South Indian,Tandoori,₹500-₹1000,Sambar Vada,390
Taj,Chennai,Bengali,,₹500-₹1000,Chicken Tikka,1104
Royal,Jaipur,Seafood,Coastal,₹200-₹500,Filter Coffee,550
Dosa,Jaipur,Mughlai,Mughlai,₹100-₹300,Masala Dosa,797
Relish,Bengaluru,Bengali,Tandoori,₹700-₹1500,Gulab Jamun,1363
Royal,Mumbai,Gujarati,,₹700-₹1500,Haleem,1512
Feast,Jaipur,West Indian,Coastal,₹1000-₹2000,Haleem,1526
Swad V,Hyderabad,Gujarati,Coastal,₹1000-₹2000,Masala Dosa,352
Feast,Hyderabad,Rajasthani,Chaat,₹1000-₹2000,Kebabs,1963
Flavors T,Bengaluru,Hyderabadi,Awadhi,₹200-₹500,Kebabs,1273
Taj,Lucknow,Street Food,Tandoori,₹700-₹1500,Laal Maas,293
Relish F,Chennai,Rajasthani,Coastal,₹500-₹1000,Dhokla,317
Swad,Bengaluru,Rajasthani,Mughlai,₹100-₹300,Butter Chicken,646
Swad J,Jaipur,Hyderabadi,Mughlai,₹300-₹700,Biryani,1822
Rasoi S,Kolkata,West Indian,Chaat,₹1000-₹2000,Chole Bhature,378
Swad,Bengaluru,West Indian,Tandoori,₹200-₹500,Gulab Jamun,1376
Spice,Kolkata,Seafood,Mughlai,₹1000-₹2000,Kosha Mangsho,809
Royal,Ahmedabad,Seafood,Tandoori,₹100-₹300,Filter Coffee,411
Relish J,Kolkata,Bengali,Awadhi,₹500-₹1000,Masala Dosa,1003
Rasoi C,Pune,Rajasthani,Coastal,₹500-₹1000,Biryani,1986
Taj V,Hyderabad,Street Food,Tandoori,₹700-₹1500,Filter Coffee,637
Rasoi,Ahmedabad,Gujarati,Mughlai,₹300-₹700,Plain Dosa,178
Zaiqa K,Ahmedabad,Seafood,Awadhi,₹500-₹1000,Haleem,1310
Feast O,Hyderabad,Hyderabadi,Coastal,₹100-₹300,Plain Dosa,1992
Taj,Chennai,Mughlai,Tandoori,₹300-₹700,Chole Bhature,1946
Zaiqa,Mumbai,West Indian,,₹700-₹1500,Plain Dosa,110
Rasoi,Pune,South Indian,Chaat,₹200-₹500,Kebabs,761
Zaiqa,Ahmedabad,West Indian,Coastal,₹500-₹1000,Kebabs,305
Relish D,Mumbai,Hyderabadi,Awadhi,₹700-₹1500,Filter Coffee,1821
Relish K,Mumbai,Mughlai,,₹100-₹300,Kebabs,178
Zaiqa,Ahmedabad,North Indian,,₹200-₹500,Pav Bhaji,731
Taj,Jaipur,Bengali,Coastal,₹700-₹1500,Haleem,1202
Feast Q,Ahmedabad,Gujarati,Coastal,₹100-₹300,Prawn Curry,1221
Royal,Bengaluru,North Indian,Chaat,₹200-₹500,Plain Dosa,722
Feast X,Jaipur,West Indian,Chaat,₹300-₹700,Chicken Tikka,1732
Taj O,Chennai,Street Food,Coastal,₹300-₹700,Kebabs,1818
Dosa,Mumbai,Bengali,Chaat,₹200-₹500,Sambar Vada,646
Flavors,Bengaluru,Seafood,Coastal,₹200-₹500,Kosha Mangsho,1317
Feast,Jaipur,Gujarati,Tandoori,₹1000-₹2000,Kosha Mangsho,787
Swad H,Mumbai,Rajasthani,Mughlai,₹200-₹500,Kebabs,240
Relish,Chennai,Mughlai,Coastal,₹500-₹1000,Filter Coffee,1190
Dosa,Lucknow,South Indian,Awadhi,₹700-₹1500,Chole Bhature,65
Taj,Ahmedabad,Seafood,,₹500-₹1000,Dahi Vada,1805
Spice,Jaipur,Rajasthani,Chaat,₹1000-₹2000,Dahi Vada,1989
Dosa,Mumbai,Seafood,,₹500-₹1000,Masala Dosa,1941
Spice,Hyderabad,South Indian,Chaat,₹200-₹500,Plain Dosa,1664
Zaiqa,Chennai,West Indian,Tandoori,₹500-₹1000,Chicken Tikka,951
Feast,Jaipur,Street Food,Tandoori,₹200-₹500,Pav Bhaji,420
Taj,Pune,Gujarati,Chaat,₹100-₹300,Prawn Curry,622
Zaiqa,Bengaluru,Hyderabadi,Tandoori,₹300-₹700,Biryani,174
Flavors,Ahmedabad,Mughlai,Coastal,₹500-₹1000,Sambar Vada,302
Relish,Jaipur,Rajasthani,Awadhi,₹500-₹1000,Kosha Mangsho,1407
Taj E,Lucknow,Mughlai,Tandoori,₹100-₹300,Gulab Jamun,837
Zaiqa Z,Chennai,Gujarati,Coastal,₹500-₹1000,Pav Bhaji,70
Spice,Ahmedabad,Rajasthani,Mughlai,₹200-₹500,Butter Chicken,1670
Flavors C,Pune,Gujarati,Mughlai,₹1000-₹2000,Biryani,729
Feast L,Hyderabad,West Indian,Tandoori,₹100-₹300,Gulab Jamun,818
Flavors,Lucknow,Seafood,Mughlai,₹1000-₹2000,Chole Bhature,593
Relish O,Chennai,South Indian,,₹500-₹1000,Solkadi,84
Royal,Kolkata,Gujarati,Tandoori,₹300-₹700,Chole Bhature,1145
Royal,Ahmedabad,Rajasthani,Tandoori,₹500-₹1000,Butter Chicken,572
Dosa,Mumbai,North Indian,,₹300-₹700,Chole Bhature,365
Taj K,Pune,Hyderabadi,,₹500-₹1000,Gulab Jamun,1422
Swad,Delhi,North Indian,Awadhi,₹1000-₹2000,Gulab Jamun,342
Royal,Chennai,South Indian,Mughlai,₹200-₹500,Plain Dosa,1702
Dosa W,Mumbai,Bengali,Chaat,₹1000-₹2000,Laal Maas,1371
Taj,Chennai,Street Food,Mughlai,₹1000-₹2000,Butter Chicken,969
Spice Y,Lucknow,Hyderabadi,Tandoori,₹100-₹300,Biryani,1114
Spice,Delhi,Gujarati,Tandoori,₹100-₹300,Solkadi,891
Relish I,Hyderabad,Hyderabadi,Chaat,₹700-₹1500,Chicken Tikka,206
Zaiqa,Ahmedabad,Street Food,Awadhi,₹700-₹1500,Laal Maas,410
Spice,Lucknow,Mughlai,,₹500-₹1000,Plain Dosa,292
Rasoi G,Pune,Bengali,Chaat,₹1000-₹2000,Sambar Vada,1101
Flavors,Lucknow,South Indian,,₹200-₹500,Filter Coffee,758
Royal,Pune,Rajasthani,Tandoori,₹1000-₹2000,Kosha Mangsho,1048
Feast U,Chennai,South Indian,Chaat,₹700-₹1500,Dahi Vada,1675
Dosa,Mumbai,Street Food,Mughlai,₹200-₹500,Kebabs,691
Dosa,Hyderabad,Seafood,Awadhi,₹300-₹700,Gulab Jamun,1095
Spice,Kolkata,Mughlai,Awadhi,₹100-₹300,Filter Coffee,859
Taj H,Jaipur,Bengali,Tandoori,₹300-₹700,Solkadi,1438
Royal,Hyderabad,Bengali,Coastal,₹500-₹1000,Sambar Vada,1469
Rasoi,Hyderabad,West Indian,Chaat,₹700-₹1500,Gulab Jamun,440
Rasoi B,Bengaluru,North Indian,,₹100-₹300,Butter Chicken,1111
Spice,Kolkata,South Indian,Mughlai,₹100-₹300,Dhokla,596
Feast,Delhi,West Indian,Coastal,₹1000-₹2000,Biryani,1635
Dosa B,Ahmedabad,Street Food,Coastal,₹1000-₹2000,Biryani,1764
Relish Z,Mumbai,North Indian,Coastal,₹500-₹1000,Sambar Vada,144
Rasoi,Mumbai,North Indian,Chaat,₹500-₹1000,Sambar Vada,1962
Relish,Mumbai,Bengali,Mughlai,₹500-₹1000,Biryani,649
Spice,Kolkata,Street Food,Tandoori,₹100-₹300,Dhokla,1839
Flavors R,Delhi,Street Food,Tandoori,₹100-₹300,Filter Coffee,150
Swad O,Jaipur,Street Food,Awadhi,₹1000-₹2000,Biryani,1003
Swad A,Lucknow,Seafood,Tandoori,₹100-₹300,Kosha Mangsho,1771
Taj K,Mumbai,Hyderabadi,,₹200-₹500,Kebabs,436
Swad,Ahmedabad,Gujarati,Chaat,₹500-₹1000,Butter Chicken,687
Rasoi,Hyderabad,Hyderabadi,Mughlai,₹700-₹1500,Kebabs,1808
Spice,Ahmedabad,Bengali,Coastal,₹100-₹300,Dahi Vada,1300
Spice,Chennai,Rajasthani,Coastal,₹700-₹1500,Prawn Curry,1906
Taj,Bengaluru,Hyderabadi,Awadhi,₹700-₹1500,Kosha Mangsho,1249
Taj,Pune,Seafood,Awadhi,₹100-₹300,Kebabs,519
Zaiqa F,Lucknow,North Indian,Chaat,₹300-₹700,Masala Dosa,671
Feast,Delhi,Street Food,Coastal,₹300-₹700,Kosha Mangsho,726
Feast,Hyderabad,West Indian,Mughlai,₹200-₹500,Masala Dosa,1991
Spice,Hyderabad,Seafood,Coastal,₹200-₹500,Prawn Curry,991
Spice Q,Bengaluru,Rajasthani,Tandoori,₹700-₹1500,Masala Dosa,1026
Spice,Mumbai,Hyderabadi,Coastal,₹100-₹300,Filter Coffee,203
Zaiqa,Lucknow,Seafood,Tandoori,₹200-₹500,Filter Coffee,1466
Royal I,Mumbai,Seafood,Awadhi,₹200-₹500,Plain Dosa,326
Zaiqa,Delhi,Street Food,Coastal,₹100-₹300,Prawn Curry,119
Feast,Jaipur,West Indian,Chaat,₹700-₹1500,Haleem,1385
Royal,Bengaluru,Hyderabadi,,₹300-₹700,Sambar Vada,1064
Royal,Pune,Rajasthani,Tandoori,₹300-₹700,Prawn Curry,973
Rasoi V,Jaipur,Hyderabadi,Chaat,₹200-₹500,Plain Dosa,1597
Taj,Mumbai,Bengali,Tandoori,₹1000-₹2000,Haleem,452
Royal,Bengaluru,Rajasthani,Coastal,₹300-₹700,Haleem,1486
Swad,Bengaluru,Gujarati,Awadhi,₹700-₹1500,Dhokla,597
Swad,Ahmedabad,Street Food,Awadhi,₹300-₹700,Butter Chicken,1751
Flavors,Mumbai,Gujarati,Awadhi,₹300-₹700,Biryani,406
Zaiqa,Lucknow,Mughlai,Mughlai,₹1000-₹2000,Kebabs,1545
Flavors,Pune,Street Food,Tandoori,₹200-₹500,Pav Bhaji,1683
Royal T,Mumbai,West Indian,Awadhi,₹300-₹700,Chicken Tikka,764
Dosa,Chennai,Hyderabadi,Awadhi,₹1000-₹2000,Dhokla,1687
Royal,Jaipur,Street Food,Chaat,₹500-₹1000,Chicken Tikka,1054
Dosa,Lucknow,South Indian,Tandoori,₹300-₹700,Chole Bhature,1660
Zaiqa J,Pune,Hyderabadi,Mughlai,₹500-₹1000,Kebabs,1680
Dosa,Bengaluru,West Indian,Chaat,₹700-₹1500,Plain Dosa,368
Flavors,Lucknow,South Indian,Tandoori,₹1000-₹2000,Plain Dosa,1048
Relish,Pune,South Indian,Mughlai,₹300-₹700,Filter Coffee,1196
Zaiqa X,Jaipur,Seafood,Awadhi,₹700-₹1500,Prawn Curry,793
Spice P,Hyderabad,Street Food,Awadhi,₹200-₹500,Butter Chicken,1855
Spice,Lucknow,Seafood,,₹1000-₹2000,Haleem,182
Flavors G,Lucknow,North Indian,Awadhi,₹300-₹700,Chicken Tikka,750
Relish,Delhi,Hyderabadi,Awadhi,₹300-₹700,Plain Dosa,1121
Feast,Mumbai,Rajasthani,Awadhi,₹300-₹700,Chicken Tikka,1716
Zaiqa,Pune,Bengali,Coastal,₹500-₹1000,Solkadi,883
Dosa,Delhi,South Indian,Chaat,₹100-₹300,Dhokla,282
Swad,Bengaluru,South Indian,Mughlai,₹100-₹300,Butter Chicken,279
Dosa,Delhi,Street Food,Mughlai,₹700-₹1500,Kebabs,936
Flavors O,Ahmedabad,Hyderabadi,Awadhi,₹100-₹300,Pav Bhaji,216
Feast,Mumbai,Seafood,Mughlai,₹300-₹700,Gulab Jamun,861
Royal,Kolkata,West Indian,Tandoori,₹500-₹1000,Solkadi,471
Dosa,Delhi,Street Food,Chaat,₹500-₹1000,Pav Bhaji,392
Taj V,Delhi,North Indian,Coastal,₹500-₹1000,Solkadi,974
Spice,Jaipur,Hyderabadi,Awadhi,₹500-₹1000,Gulab Jamun,977
Royal,Delhi,Rajasthani,Awadhi,₹300-₹700,Laal Maas,469
Zaiqa C,Bengaluru,Seafood,Chaat,₹200-₹500,Laal Maas,297
Spice,Ahmedabad,West Indian,Tandoori,₹200-₹500,Kosha Mangsho,859
Rasoi,Delhi,Mughlai,,₹700-₹1500,Dhokla,1682
Feast R,Delhi,Seafood,Chaat,₹200-₹500,Haleem,1368
Royal,Mumbai,Bengali,Mughlai,₹1000-₹2000,Butter Chicken,1767
Swad,Delhi,Street Food,,₹200-₹500,Sambar Vada,212
Rasoi T,Lucknow,Hyderabadi,Chaat,₹300-₹700,Biryani,1101
Spice O,Mumbai,Street Food,,₹200-₹500,Prawn Curry,1887
Spice S,Jaipur,North Indian,,₹1000-₹2000,Haleem,1657
Flavors,Bengaluru,Seafood,Mughlai,₹200-₹500,Biryani,123
Rasoi I,Lucknow,South Indian,Coastal,₹100-₹300,Masala Dosa,1396
Zaiqa,Kolkata,Mughlai,,₹500-₹1000,Dahi Vada,1273
Dosa,Mumbai,Hyderabadi,Chaat,₹700-₹1500,Sambar Vada,714
Feast,Delhi,Bengali,Mughlai,₹100-₹300,Chicken Tikka,1583
Spice,Jaipur,Rajasthani,Tandoori,₹1000-₹2000,Dhokla,568
Royal A,Kolkata,Bengali,Coastal,₹300-₹700,Plain Dosa,352
Taj,Lucknow,West Indian,Awadhi,₹500-₹1000,Dahi Vada,130
Relish A,Mumbai,Mughlai,Mughlai,₹300-₹700,Solkadi,1269
Dosa,Hyderabad,Gujarati,Mughlai,₹200-₹500,Masala Dosa,1955
Flavors,Delhi,South Indian,Awadhi,₹700-₹1500,Biryani,512
Relish,Lucknow,Mughlai,Mughlai,₹500-₹1000,Pav Bhaji,207
Zaiqa,Delhi,North Indian,Tandoori,₹200-₹500,Biryani,819
Zaiqa,Chennai,Rajasthani,,₹1000-₹2000,Kosha Mangsho,1181
Relish,Kolkata,Mughlai,Coastal,₹100-₹300,Butter Chicken,491
Swad,Lucknow,Gujarati,Chaat,₹500-₹1000,Gulab Jamun,284
Feast B,Lucknow,Bengali,Mughlai,₹500-₹1000,Biryani,849
Taj,Pune,Gujarati,Awadhi,₹1000-₹2000,Chicken Tikka,1955
Flavors,Jaipur,West Indian,Awadhi,₹500-₹1000,Biryani,964
Relish Q,Hyderabad,Gujarati,,₹200-₹500,Haleem,1773
Feast,Delhi,South Indian,Coastal,₹1000-₹2000,Butter Chicken,994
Relish I,Pune,Rajasthani,Tandoori,₹700-₹1500,Chole Bhature,490
Taj,Ahmedabad,West Indian,Coastal,₹300-₹700,Plain Dosa,1579
Rasoi W,Pune,West Indian,Chaat,₹700-₹1500,Solkadi,1188
Royal A,Lucknow,Bengali,Coastal,₹500-₹1000,Prawn Curry,1946
Relish,Chennai,Street Food,Tandoori,₹700-₹1500,Dhokla,938
Dosa,Hyderabad,Hyderabadi,Awadhi,₹200-₹500,Solkadi,1445
Swad,Bengaluru,Seafood,Awadhi,₹300-₹700,Laal Maas,1039
Royal O,Pune,North Indian,Chaat,₹1000-₹2000,Filter Coffee,795
Dosa D,Delhi,Hyderabadi,Mughlai,₹200-₹500,Dahi Vada,1741
Rasoi,Hyderabad,Mughlai,Mughlai,₹500-₹1000,Plain Dosa,417
Dosa I,Bengaluru,Bengali,Chaat,₹100-₹300,Chole Bhature,1801
Zaiqa,Jaipur,Gujarati,Chaat,₹500-₹1000,Pav Bhaji,1702
Zaiqa,Mumbai,Rajasthani,Awadhi,₹200-₹500,Plain Dosa,320
Feast B,Lucknow,South Indian,Tandoori,₹1000-₹2000,Gulab Jamun,327
Spice,Lucknow,Gujarati,Mughlai,₹700-₹1500,Filter Coffee,1666
Dosa W,Hyderabad,West Indian,Awadhi,₹100-₹300,Laal Maas,257
Taj,Kolkata,Rajasthani,Mughlai,₹100-₹300,Masala Dosa,1267
Relish,Pune,Mughlai,Mughlai,₹200-₹500,Prawn Curry,1507
Spice,Hyderabad,Rajasthani,Mughlai,₹100-₹300,Pav Bhaji,637
Spice,Mumbai,Bengali,Awadhi,₹1000-₹2000,Kebabs,1353
Relish,Kolkata,Seafood,Tandoori,₹500-₹1000,Dhokla,1513
Swad I,Bengaluru,West Indian,Tandoori,₹700-₹1500,Masala Dosa,899
Zaiqa,Hyderabad,North Indian,Tandoori,₹300-₹700,Laal Maas,707
Zaiqa G,Ahmedabad,South Indian,Chaat,₹200-₹500,Chole Bhature,318
Zaiqa,Kolkata,Gujarati,,₹1000-₹2000,Pav Bhaji,1334
Rasoi,Mumbai,Mughlai,,₹1000-₹2000,Haleem,488
Royal,Bengaluru,Bengali,,₹1000-₹2000,Butter Chicken,1413
Swad Z,Jaipur,North Indian,,₹700-₹1500,Butter Chicken,1832
Relish,Ahmedabad,Rajasthani,Chaat,₹700-₹1500,Plain Dosa,337
Spice,Pune,Hyderabadi,Coastal,₹700-₹1500,Laal Maas,1859
Spice,Hyderabad,South Indian,Awadhi,₹100-₹300,Prawn Curry,1706
Rasoi,Kolkata,South Indian,Chaat,₹200-₹500,Sambar Vada,755
Dosa,Lucknow,Mughlai,,₹200-₹500,Biryani,71
Royal S,Bengaluru,Mughlai,Awadhi,₹100-₹300,Haleem,1019
Zaiqa,Jaipur,West Indian,,₹100-₹300,Solkadi,1582
Spice,Ahmedabad,Hyderabadi,Awadhi,₹500-₹1000,Solkadi,970
Relish O,Delhi,Seafood,,₹100-₹300,Plain Dosa,76
Relish,Chennai,West Indian,Tandoori,₹100-₹300,Butter Chicken,1113
Flavors J,Delhi,Bengali,Chaat,₹500-₹1000,Masala Dosa,586
Rasoi,Mumbai,North Indian,Coastal,₹300-₹700,Pav Bhaji,1214
Dosa U,Lucknow,Gujarati,Coastal,₹100-₹300,Dhokla,1249
Relish,Kolkata,Rajasthani,Chaat,₹200-₹500,Chicken Tikka,1562
Dosa,Chennai,Bengali,Mughlai,₹200-₹500,Masala Dosa,945
Royal,Pune,West Indian,Coastal,₹1000-₹2000,Kosha Mangsho,616
Flavors,Mumbai,Rajasthani,Tandoori,₹200-₹500,Butter Chicken,1314
Feast,Delhi,North Indian,Coastal,₹100-₹300,Sambar Vada,1962
Spice,Ahmedabad,West Indian,Tandoori,₹200-₹500,Dhokla,686
Taj U,Hyderabad,South Indian,Tandoori,₹100-₹300,Solkadi,1389
Relish G,Bengaluru,South Indian,Awadhi,₹700-₹1500,Laal Maas,1762
Swad,Delhi,Bengali,Tandoori,₹1000-₹2000,Solkadi,1011
Relish T,Jaipur,West Indian,Awadhi,₹300-₹700,Plain Dosa,1270
Relish I,Kolkata,Gujarati,Mughlai,₹500-₹1000,Chicken Tikka,728
Dosa,Chennai,Rajasthani,Coastal,₹700-₹1500,Dhokla,1780
Swad U,Bengaluru,Mughlai,Tandoori,₹100-₹300,Dahi Vada,1190
Zaiqa D,Jaipur,North Indian,,₹300-₹700,Chicken Tikka,1360
Zaiqa,Ahmedabad,Bengali,Chaat,₹700-₹1500,Haleem,961
Rasoi Q,Bengaluru,Rajasthani,Awadhi,₹200-₹500,Chicken Tikka,1137
Zaiqa,Jaipur,South Indian,Tandoori,₹1000-₹2000,Chole Bhature,910
Feast,Delhi,West Indian,,₹300-₹700,Masala Dosa,1534
Spice L,Kolkata,Bengali,Awadhi,₹1000-₹2000,Prawn Curry,1014
Swad C,Lucknow,Gujarati,Chaat,₹100-₹300,Kosha Mangsho,1888
Zaiqa H,Jaipur,Street Food,Awadhi,₹100-₹300,Dahi Vada,1543
Taj,Delhi,Street Food,Awadhi,₹300-₹700,Plain Dosa,574
Zaiqa,Kolkata,Gujarati,Tandoori,₹300-₹700,Sambar Vada,1705
Relish,Ahmedabad,Rajasthani,Mughlai,₹1000-₹2000,Prawn Curry,694
Spice,Chennai,Mughlai,Mughlai,₹1000-₹2000,Chicken Tikka,1528
Feast I,Hyderabad,Hyderabadi,Mughlai,₹1000-₹2000,Butter Chicken,1951
Royal,Ahmedabad,Hyderabadi,Mughlai,₹300-₹700,Butter Chicken,1227
Spice Q,Mumbai,Seafood,Mughlai,₹300-₹700,Filter Coffee,1476
Flavors I,Lucknow,Seafood,Awadhi,₹500-₹1000,Filter Coffee,910
Swad,Ahmedabad,South Indian,Tandoori,₹1000-₹2000,Chicken Tikka,1527
